# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-112057
# Timestamp: Thu, 15-Aug-2024 02:32:47
Gene ID	Gene Name	'Crohn disease' vs 'normal' .foldChange	'Crohn disease' vs 'normal'.pValue	'oligoarticular juvenile idiopathic arthritis' vs 'normal' .foldChange	'oligoarticular juvenile idiopathic arthritis' vs 'normal'.pValue	'polyarticular juvenile idiopathic arthritis' vs 'normal' .foldChange	'polyarticular juvenile idiopathic arthritis' vs 'normal'.pValue	'systemic-onset juvenile idiopathic arthritis' vs 'normal' .foldChange	'systemic-onset juvenile idiopathic arthritis' vs 'normal'.pValue	'ulcerative colitis (disease)' vs 'normal' .foldChange	'ulcerative colitis (disease)' vs 'normal'.pValue
ENSG00000169057	MECP2	-0.1	0.479353157828371	-0.1	0.477533800295296	-0.1	0.378402547484253	-0.1	0.345095974370888	-0.2	0.0567966664967136
ENSG00000169062	UPF3A	-0.2	0.147532191219984					-0.1	0.798348263901117	-0.3	0.0208499861817579
ENSG00000169071	ROR2	0.4	0.327115684544889							0.3	0.612416993128795
ENSG00000169083	AR	-0.3	0.341380971406275			0.1	0.674234672520566	-0.3	0.45253871917788	-0.8	0.0107572081894467
ENSG00000169084	DHRSX	0.5	0.00748530326137441			0.1	0.705065313126994	0.2	0.42655773629508	0.3	0.0559123780234706
ENSG00000169087	HSPBAP1	0.2	0.226855610685554	-0.1	0.815054544041911	0.3	0.18397889636478	0.2	0.368531248758627	0.3	0.165280690079587
ENSG00000169093	ASMTL			-0.1	0.556526057348592	-0.2	0.245337956982518	-0.1	0.688333778368964	-0.2	0.278344708661832
ENSG00000169100	SLC25A6	0.1	0.78786152233427			-0.3	0.179341274882048	-0.2	0.487868138065546	-0.1	0.672888154122889
ENSG00000169105	CHST14	-0.2	0.0984929980872115	-0.3	0.0578874872160902	-0.4	2.10755532437732E-4	-0.4	0.0532925677177989	-0.4	2.91393036647976E-4
ENSG00000169116	PARM1	-0.3	0.280648374759165	0.2	0.650435322110317	-0.1	0.834851591272528			0.2	0.610985394241353
ENSG00000169118	CSNK1G1					0.1	0.522629163746492	0.1	0.230910671059006	0.1	0.413165883528327
ENSG00000169122	FAM110B	0.3	0.338302899913471	-0.2	0.465284148874192	-0.1	0.775284192362553	-0.1	0.858827168483005	0.6	0.133578118639881
ENSG00000169129	AFAP1L2	-0.2	0.180600534575882			-0.1	0.576823746557869	-0.2	0.401784397452529	-0.4	0.111936823469333
ENSG00000169131	ZNF354A	0.5	0.0723161240875701	0.1	0.673955931017674	0.4	0.0707494871066274	0.5	0.0750561558344907	0.9	8.62112359533208E-4
ENSG00000169136	ATF5	0.2	0.518179991213475			-0.1	0.539812766019377	-0.2	0.554472011459482	0.1	0.64159558371057
ENSG00000169139	UBE2V2	0.2	0.0716174250076325	0.1	0.506895424855971	0.2	0.286362918367545	0.2	0.231436108037405	0.4	0.00919865796997747
ENSG00000169169	CPT1C									-0.6	0.257181852880801
ENSG00000169174	PCSK9									0.9	0.0657526778049188
ENSG00000169180	XPO6	0.6	0.016586543635321	0.1	0.665160969357737	0.4	0.106759297072309	0.6	0.0237376323473537	0.8	0.00232304662098943
ENSG00000169184	MN1	-0.6	0.015244416862024	-0.4	0.18719479455377	-0.4	0.115373967762779	-0.5	0.129350296588728	-0.9	0.00971796778059179
ENSG00000169188	APEX2	-0.1	0.290375486050178	-0.2	0.116091014598522	-0.2	0.0754454290725373	-0.1	0.349007977058044	-0.1	0.299925668866801
ENSG00000169189	NSMCE1			-0.1	0.750131794375292	-0.1	0.291226507607997				
ENSG00000169193	CCDC126	0.8	5.08299381440401E-4	0.4	0.0496393245382589	0.5	0.0267389309011413	0.7	0.00529566515393186	1.0	2.22478301689312E-6
ENSG00000169203	NPIPB12			-0.1	0.913498259884158	0.2	0.513350223556307	0.1	0.883178460481753	-0.3	0.605949888635213
ENSG00000169217	CD2BP2			-0.2	0.00780244033309166	-0.1	0.162142871534516			0.1	0.537200220278838
ENSG00000169220	RGS14	0.3	0.170784528115624			0.1	0.808463048676614	0.2	0.459598036510648	0.4	0.0491557525479348
ENSG00000169221	TBC1D10B	0.1	0.444813659161316	-0.1	0.362793344092343	-0.1	0.458137649858562			0.3	0.0739357955326226
ENSG00000169223	LMAN2	0.2	0.137270626119806	-0.1	0.798054835130643	-0.1	0.616989271622865	0.1	0.757387718453395	0.2	0.101022136336092
ENSG00000169224	GCSAML	0.5	0.101156967392567	0.2	0.501278486618806	0.4	0.0986989905755813	0.1	0.881421380760801	0.3	0.373725491764167
ENSG00000169228	RAB24	0.4	0.103810188214198	0.2	0.507201839497131	0.2	0.363431444861086	0.5	0.100606498734082	0.4	0.153883592383276
ENSG00000169230	PRELID1	0.5	0.00271103687865246			0.1	0.55386570111829	0.4	0.0550522132815435	0.5	0.00320917072840948
ENSG00000169231	THBS3			-0.1	0.673955931017674	0.2	0.394865977579148	0.3	0.315463328664066	0.2	0.444736002093631
ENSG00000169239	CA5B	-0.1	0.402193376789396			0.1	0.416018779307975			-0.3	0.0524287205168058
ENSG00000169241	SLC50A1			-0.1	0.699872201194176	-0.1	0.560933461419242				
ENSG00000169242	EFNA1	0.1	0.680226602523828	0.4	0.0713651083844389	0.3	0.294008808347478	0.4	0.184376701173358	0.2	0.605821447811202
ENSG00000169245	CXCL10			-0.1	0.78006234325672	-0.1	0.816861235237979	-1.1	0.00520264062238786	-0.1	0.943505507097956
ENSG00000169246	NPIPB3	-0.5	0.0503031488811765	-0.1	0.782362554204627	0.3	0.266467316928069	-0.1	0.89259272673481	-0.7	0.002192749381127
ENSG00000169247	SH3TC2	0.7	0.0049287580315949	0.3	0.154992232496667	0.6	0.041377494391737	0.6	0.0381475895034819	0.8	0.0024202190084865
ENSG00000169248	CXCL11	-0.3	0.496191667566306					-0.2	0.799234251510214	-0.4	0.473570728468444
ENSG00000169249	ZRSR2	-0.1	0.678732417897852	-0.1	0.62055071998049	0.1	0.35156684791906	-0.1	0.648678981391345	-0.2	0.160700270261161
ENSG00000169251	NMD3			0.1	0.432457780860803			0.1	0.642985138573963	0.1	0.345135098006556
ENSG00000169252	ADRB2	-0.3	0.0492850588147955	-0.6	3.59940127093156E-5	-0.5	0.00309656551427554	-0.7	8.59880765997606E-5	-0.6	0.00195827380692072
ENSG00000169255	B3GALNT1	0.3	0.417325583044609			0.1	0.686110749496862	0.3	0.483896825296784	0.4	0.245774495010984
ENSG00000169258	GPRIN1	0.5	0.0605007262738197			0.1	0.800100419866505	0.5	0.0724424620976797	0.7	0.0359461271084845
ENSG00000169282	KCNAB1					0.2	0.493173897368575	0.1	0.800971101290252	-0.2	0.592617978099017
ENSG00000169288	MRPL1									-0.2	0.397486300041452
ENSG00000169291	SHE	0.3	0.415453955198881			0.1	0.698740797805068	0.4	0.326933563831447	0.3	0.491154005771946
ENSG00000169299	PGM2	0.5	0.00323141610095515	0.2	0.332727848142598	0.3	0.0446898659274259	0.5	0.0196770727564499	1.0	5.60100775357609E-5
ENSG00000169313	P2RY12	0.6	0.0118500571191454	0.3	0.207327160811384	0.4	0.0744858017053024	0.3	0.37605863411548	0.8	0.00324783863359479
ENSG00000169314	C22orf15	-0.3	0.382118291684616	0.1	0.794402942165174			-0.3	0.474558682076813	-0.3	0.522786346861521
ENSG00000169330	MINAR1	0.1	0.791181187518084	0.1	0.793558708285589	0.1	0.847108028302025	-0.1	0.766642040472137		
ENSG00000169359	SLC33A1	0.3	0.110154174348968	0.2	0.3292511833543	0.3	0.14460655609261	0.2	0.326462682718484	0.4	0.0491557525479348
ENSG00000169371	SNUPN			-0.1	0.591765615553471	-0.1	0.424846749664479	-0.1	0.69669192652721	0.1	0.725496527841308
ENSG00000169372	CRADD	0.3	0.0461475608791856	-0.1	0.603238977866416			0.2	0.423449647983048	0.2	0.184624480014071
ENSG00000169375	SIN3A	-0.1	0.373841230527591							-0.2	0.0156192377390335
ENSG00000169379	ARL13B	0.1	0.416634461008283	0.1	0.574729183726364	0.1	0.508638313540149	0.2	0.324081490787583	0.1	0.693013685832026
ENSG00000169385	RNASE2	0.1	0.765706956246991	-0.2	0.639415917481116	-0.1	0.892194523751363	0.4	0.41726830498341	0.5	0.243698312465475
ENSG00000169397	RNASE3	0.2	0.655486361570471	-0.3	0.456906836250901	-0.4	0.296854892382346	0.6	0.237876858153422	0.2	0.787189263881864
ENSG00000169398	PTK2	0.2	0.266155710726944	0.3	0.028932022550208	0.4	0.0115124909623851	0.2	0.176006501483434	0.2	0.211312113752089
ENSG00000169403	PTAFR	0.5	0.0325896314186702	0.1	0.840065824379301	0.3	0.192600687978757	0.5	0.050876248085324	0.5	0.0145624261316327
ENSG00000169410	PTPN9	-0.1	0.337810880166746	-0.2	0.0908915655040486	-0.2	0.0364951982375261	-0.2	0.0803362675659366		
ENSG00000169413	RNASE6	0.2	0.270025334129588			0.2	0.508040870185355	0.2	0.394585210533148	0.2	0.362785163941929
ENSG00000169429	CXCL8	0.4	0.297059049334351	0.4	0.139705706259306	0.6	0.0612700853165083	0.4	0.420148166835862	0.3	0.590512866199408
ENSG00000169432	SCN9A	0.5	0.0402136047401634	0.2	0.577859743312116	0.3	0.251415863119986	0.6	0.0174900735319844	1.1	0.00368231550690784
ENSG00000169435	RASSF6	-1.0	0.00374661508208375	-0.3	0.320382764155757	-0.7	0.0394459883372552	-0.9	0.0235519714165324	-0.9	0.0573415256081362
ENSG00000169439	SDC2	0.1	0.829456372881774	0.1	0.889540893206929	0.3	0.450949968155299			-1.0	0.00955923170013733
ENSG00000169442	CD52	-0.1	0.800236082713965	-0.2	0.3292511833543	-0.2	0.183873946651219	-0.1	0.646609241759265	-0.2	0.302475427215646
ENSG00000169446	MMGT1	0.3	0.0203923011085233	0.1	0.815067406277531	0.2	0.196819771850576	0.3	0.0674024330726293	0.6	4.52491497473978E-5
ENSG00000169490	TM2D2	0.1	0.630447218358233							0.1	0.623811212919119
ENSG00000169495	HTRA4							0.4	0.460606983254729	-0.2	0.720493505795954
ENSG00000169499	PLEKHA2	0.1	0.388228318091134	0.1	0.567905934204183			0.2	0.142212018831328	0.1	0.308128450973579
ENSG00000169504	CLIC4	0.5	0.00535141619016731	0.4	0.0705405242947816	0.4	0.030992619752995	0.6	0.00579629538064404	0.7	2.80399515938244E-4
ENSG00000169507	SLC38A11	0.5	0.197657648654018	0.2	0.699872201194176	0.2	0.644768488109474	0.1	0.818490167801499	-0.2	0.765345522294269
ENSG00000169508	GPR183	-0.2	0.259305835290007					-0.2	0.500322934125917	-0.3	0.168480165833897
ENSG00000169519	METTL15	-0.1	0.714434559258522	0.1	0.634133792975619			0.1	0.636806825067112	-0.1	0.666735838609407
ENSG00000169554	ZEB2	0.3	0.0661324190553879	-0.1	0.764985365160861	0.1	0.352528052979267	0.3	0.1220271663969	0.4	0.00553519812993421
ENSG00000169564	PCBP1	0.2	0.214254039052475			-0.1	0.733331959283955	0.1	0.740074152958173	0.2	0.152042624130531
ENSG00000169567	HINT1					-0.1	0.582947655697181				
ENSG00000169570	DTWD2	0.2	0.318263776563771	0.4	0.118108796050348	0.2	0.300144936993343	0.3	0.22178907315424	0.4	0.0451342027304265
ENSG00000169575	VPREB1							-0.2	0.816654702901084	-0.6	0.304228657484217
ENSG00000169583	CLIC3	-0.7	0.0481377373895346	-0.6	0.0400056624388825	-0.9	0.00267284594980334	-0.9	0.00774324704573253	-1.4	4.39504663067741E-5
ENSG00000169592	INO80E	-0.4	0.0122084007119072	-0.1	0.712908081883445	-0.1	0.51134493010712	-0.3	0.0828870751905732	-0.5	0.00243251099796789
ENSG00000169598	DFFB	-0.2	0.0103522565135415	-0.1	0.450445446254599	-0.1	0.190014967401049	-0.3	0.00334057071234645	-0.3	0.00350868674723142
ENSG00000169599	NFU1	0.1	0.601513261138934	-0.1	0.586788751505213					0.2	0.219661134543955
ENSG00000169607	CKAP2L	0.3	0.266251007960488	0.2	0.61016369402886	0.1	0.865957928508728	0.9	0.0287631412309941	0.8	0.0742252739424412
ENSG00000169609	C15orf40	-0.1	0.604993647593542	0.1	0.372044563806259					-0.1	0.442112134313642
ENSG00000169612	RAMAC	0.3	0.0553556882968251			0.2	0.186775689220516	0.3	0.134394681087144	0.3	0.165307462357006
ENSG00000169621	APLF	-0.1	0.673067573873559			-0.1	0.782139847414675	0.1	0.670957905444396	-0.2	0.32959923776527
ENSG00000169629	RGPD8	0.1	0.871913575999073					0.2	0.713808994581317	-0.2	0.632876817959258
ENSG00000169635	HIC2	-0.2	0.100905525553798			-0.2	0.258268802553986	-0.3	0.0894610288818167	-0.5	0.00175589430225313
ENSG00000169641	LUZP1	-0.2	0.11288378380415	-0.1	0.761308708328432	-0.2	0.167816743571562	-0.2	0.233490639656271	-0.3	0.00918866106486814
ENSG00000169660	HEXD	-0.3	0.202052445984317			-0.2	0.333851092447883	-0.2	0.601968640260655	-0.5	0.0192374926604955
ENSG00000169679	BUB1	0.5	0.0977794040198954	0.3	0.310485521942387	0.3	0.414433928697921	1.0	0.00599255406721434	1.0	0.00425849627645128
ENSG00000169682	SPNS1	-0.4	0.105419592396455					-0.5	0.072079924148784	-0.5	0.108733093035298
ENSG00000169683	LRRC45	-0.2	0.326377523176608	-0.1	0.629840022623834	-0.4	0.0578993760622393	-0.4	0.18913376884814	-0.5	0.00351635571055434
ENSG00000169684	CHRNA5	0.1	0.741975355601708							0.2	0.734385388454134
ENSG00000169689	CENPX	-0.1	0.684172543188064	-0.1	0.78909998353067	-0.2	0.252176069715086	-0.3	0.280377433263265	-0.2	0.229031179871534
ENSG00000169692	AGPAT2	0.4	0.110154174348968	-0.1	0.814933560508916	-0.1	0.809353991136836	0.1	0.803370409552692	0.5	0.0188855873644496
ENSG00000169696	ASPSCR1	-0.2	0.261980664243922	-0.1	0.770803716838327	-0.3	0.217303389170626	-0.3	0.317048615732938	-0.5	8.87716894494457E-4
ENSG00000169704	GP9	0.7	0.0144645131314902	0.3	0.431565647817846	0.4	0.22020891702574	0.4	0.277380530410579	0.7	0.0292877750025973
ENSG00000169710	FASN	-0.3	0.159678890448824			-0.3	0.20284269906331	-0.4	0.23441619500444	-0.5	0.0248046690592849
ENSG00000169714	CNBP	0.3	0.00311381444009171			0.1	0.220989271812809	0.2	0.0875922300272232	0.4	5.0082549284389E-4
ENSG00000169715	MT1E	0.4	0.233392786999242	-0.1	0.833820140369663	0.2	0.641758369158599	0.4	0.357639595489924	0.2	0.538470587859313
ENSG00000169718	DUS1L	-0.2	0.170464974100241			-0.3	0.116246109110683	-0.3	0.124660638762566	-0.4	0.00202828921664616
ENSG00000169727	GPS1	-0.2	0.0590693026890063	-0.2	0.119433215906663	-0.4	0.0251232170221811	-0.4	0.032954397959814	-0.3	6.61709492529646E-5
ENSG00000169733	RFNG					-0.2	0.411575837685305	-0.1	0.889608235558678		
ENSG00000169738	DCXR	-0.4	0.0157364153284517	-0.4	0.0221255631905672	-0.5	0.00923940612083075	-0.3	0.217793314826827	-0.4	0.0321051474339928
ENSG00000169740	ZNF32	-0.2	0.307059582546737	-0.1	0.399972818833452	-0.1	0.292702143370755	-0.4	0.0549865119988895	-0.3	0.0331291026417469
ENSG00000169744	LDB2	-0.8	0.00643430825679274	-0.2	0.63144418683977	-0.4	0.104408468385392	-0.2	0.571111389879104	-1.9	2.20947417244002E-6
ENSG00000169750	RAC3	-0.3	0.400508679170797	-0.1	0.793558708285589	-0.3	0.283498660317055	-0.4	0.373801194514873	-0.4	0.285250672764666
ENSG00000169752	NRG4									0.4	0.511988098597935
ENSG00000169756	LIMS1	0.6	9.09706032710449E-4	0.4	0.0574613268172481	0.5	0.00701517021106308	0.5	0.00955477365746027	0.9	3.44706141851942E-7
ENSG00000169758	TMEM266									-0.4	0.391655220727593
ENSG00000169762	TAPT1	0.1	0.468911432025006	0.2	0.357591132376053	0.2	0.347600453193436	0.2	0.144642863753945	0.2	0.167536851032829
ENSG00000169764	UGP2	0.4	5.65625300499755E-4	0.1	0.329441430962216	0.3	0.00471332669670107	0.3	0.0107889017775996	0.6	6.60009390753933E-6
ENSG00000169813	HNRNPF	0.1	0.134501191036996					0.1	0.432072215852162	0.1	0.110027375537041
ENSG00000169814	BTD			-0.1	0.224397382649642	-0.1	0.147961719449018	-0.1	0.639898909711019	-0.1	0.529833722309276
ENSG00000169826	CSGALNACT2	0.7	0.0118500571191454	0.2	0.449045777392893	0.4	0.0522552035560028	0.7	0.00955477365746027	1.2	7.07754848821449E-5
ENSG00000169855	ROBO1	-0.4	0.287414571533007	0.3	0.487932846457625	-0.1	0.833508420212522			-0.3	0.610905789588818
ENSG00000169857	AVEN	-0.1	0.531676611824613	-0.2	0.231342793165014	-0.3	0.0767121790436822	-0.2	0.236571707493606	-0.1	0.571568459868547
ENSG00000169860	P2RY1	0.4	0.0474299517945824	0.3	0.172035494864215	0.3	0.1718385200291	0.4	0.0932666983306742	0.7	0.00355598357706185
ENSG00000169862	CTNND2									0.4	0.480933974715033
ENSG00000169871	TRIM56	0.1	0.653697579595547			0.1	0.514523493807568	0.1	0.318544879835226	-0.1	0.454449489420706
ENSG00000169877	AHSP	0.8	0.036814491165027	0.1	0.831868846780693	0.3	0.376227597178946	1.1	0.0175382576651667	1.4	0.00305574552773755
ENSG00000169884	WNT10B	-0.5	0.0507526410705912	-0.2	0.53473966889487	-0.2	0.378060919960786	-0.7	0.015626195732208	-0.8	0.00513179429456118
ENSG00000169885	CALML6	-0.8	0.0197546816188342	-0.2	0.628376601142028	-0.2	0.659741572992663	-0.2	0.654790812614386	-0.8	0.0788251220188798
ENSG00000169891	REPS2	0.8	0.00764863506228167	0.3	0.318976840380221	0.7	0.0192729647772677	1.1	0.00520264062238786	1.1	4.85535902898288E-4
ENSG00000169895	SYAP1	0.2	0.128539339772242			0.2	0.233900928647253	0.2	0.185905726853751	0.2	0.115897466267576
ENSG00000169896	ITGAM	0.6	0.00457801231475323			0.2	0.22600266918218	0.6	0.0219246324867131	1.2	2.22767836012656E-5
ENSG00000169902	TPST1	0.9	0.0223772952147448	0.2	0.577255929109934	0.7	0.0415282785458143	1.3	0.00605562614424028	0.8	0.0553464995595296
ENSG00000169905	TOR1AIP2	0.3	0.00434158526680901	0.1	0.579962163303516	0.2	0.0378357014152862	0.4	0.0272402346861377	0.5	1.51759761526144E-4
ENSG00000169908	TM4SF1	-0.2	0.716364444753524					0.3	0.54675819336578	-0.7	0.183637751809388
ENSG00000169914	OTUD3	-0.4	0.00525811385120386	0.1	0.707238777203365			-0.2	0.294765266232725	-0.5	0.0108846538681963
ENSG00000169918	OTUD7A	-0.6	0.00659617016552197	-0.1	0.846550825262792	-0.2	0.532890364552527	-0.3	0.307601437968884	-0.8	0.0015905002309196
ENSG00000169919	GUSB			-0.2	0.144605402140121	-0.1	0.248257589808104			0.1	0.671943811306789
ENSG00000169925	BRD3									-0.1	0.340595029979203
ENSG00000169926	KLF13	0.1	0.324291183005386					0.1	0.68867365212123	0.2	0.0382814952999015
ENSG00000169951	ZNF764	-0.2	0.0415413935675315	-0.1	0.62845087045234	-0.2	0.0834787883683118	-0.3	0.0834260954676317	-0.4	0.00701954050391511
ENSG00000169955	ZNF747	0.1	0.709651365360229							0.1	0.745456863977264
ENSG00000169957	ZNF768	0.1	0.715123890253277	-0.1	0.56173921449087	-0.2	0.202932767406595				
ENSG00000169962	TAS1R3	-0.2	0.484576596229672	0.1	0.710353077775033	-0.2	0.456348051616398	-0.3	0.432169820169405		
ENSG00000169964	TMEM42	-0.3	0.026505768183206			-0.1	0.767984422001176	-0.2	0.408209093463959	-0.3	0.0651729763188981
ENSG00000169967	MAP3K2	0.6	0.00404784695363824	0.3	0.0544675558062192	0.5	0.00550734385553944	0.7	0.00358986440832264	0.7	1.74989525362171E-5
ENSG00000169972	PUSL1	-0.1	0.664849167464638	-0.1	0.797205409356509	-0.3	0.113070552198699	-0.2	0.380662694029184	-0.3	0.0786147827005342
ENSG00000169976	SF3B5	0.1	0.667074928386588	-0.1	0.55124027213528	-0.1	0.3632283139173	-0.1	0.652344627958416	0.1	0.683120518218632
ENSG00000169981	ZNF35	-0.1	0.757171139691459	-0.1	0.533513401071064	-0.2	0.176181975440307	-0.3	0.174984249310962	-0.1	0.768546975758898
ENSG00000169989	TIGD4	0.2	0.523374611012212	0.2	0.536700195024177			0.4	0.463205754770783	0.1	0.814417017579005
ENSG00000169991	IFFO2	-0.3	0.0555537907223617	-0.2	0.190738096206277	-0.3	0.103618151075862	-0.4	0.0586826634500277	-0.6	0.00245039335761756
ENSG00000169992	NLGN2	-0.6	0.0163524404470902			-0.1	0.513823102477867	-0.4	0.198711071393313	-0.7	0.0113074711288827
ENSG00000169994	MYO7B	0.5	0.060956141453024	0.3	0.356918632316439	0.3	0.298591034451082	0.7	0.0370117674534671	0.7	0.0395489554485182
ENSG00000170004	CHD3	-0.2	0.0444581534837363			-0.1	0.66566585698387	-0.2	0.307800423763687	-0.4	0.0102698477783303
ENSG00000170006	TMEM154	0.6	0.0236272945331488	0.3	0.27473020056104	0.5	0.0166326803822851	0.7	0.0189137304329574	0.5	0.0184813662935694
ENSG00000170011	MYRIP									0.4	0.532400461340913
ENSG00000170017	ALCAM	0.1	0.518962895642043	0.1	0.83107925964527	0.1	0.372530356183452	0.3	0.0772366429283112	0.3	0.149442534723353
ENSG00000170027	YWHAG	0.3	0.0064455164754292	0.1	0.522501291775604	0.1	0.393168400366179	0.1	0.362640440180409	0.5	1.65909437460811E-4
ENSG00000170035	UBE2E3	0.2	0.0137081224464108			0.2	0.188805428104075	0.1	0.372304608081612	0.4	3.89608548783734E-4
ENSG00000170037	CNTROB	-0.2	0.0243116159106376	-0.1	0.197396061339597	-0.2	0.0341149709840503	-0.2	0.0353388618505454	-0.3	0.0024355675781179
ENSG00000170043	TRAPPC1	0.2	0.200437715415568	-0.2	0.0914065529951701			0.1	0.518573710624471	0.3	0.0400284768961837
ENSG00000170049	KCNAB3	-0.3	0.20460826718036	-0.1	0.831861466173112			-0.1	0.874517676383634	-0.3	0.291711625910234
ENSG00000170074	FAM153A	-0.1	0.723130182949115	0.2	0.675581675026625	0.4	0.216040841109575	-0.2	0.688333778368964	-0.2	0.733512831819788
ENSG00000170075	GPR37L1									0.3	0.677054121045026
ENSG00000170085	SIMC1	-0.3	0.0151950623567817	-0.1	0.56519502936483	-0.2	0.107687716791044	-0.2	0.120689657982665	-0.3	0.0178538962557082
ENSG00000170088	TMEM192	0.1	0.39084333646407	0.1	0.634960670364662					0.2	0.144238733253145
ENSG00000170089	ENSG00000170089	-0.3	0.285948205855493	-0.2	0.522501291775604	-0.2	0.377966561256266	-0.1	0.805082116779479	-0.5	0.118668521609447
ENSG00000170091	NSG2	0.2	0.688104430734551					0.6	0.18672177872343	0.2	0.77513960666135
ENSG00000170092	SPDYE5	-0.3	0.368648430357723					-0.1	0.825605847283739	-0.4	0.394317968965579
ENSG00000170100	ZNF778	-0.2	0.0322832506478721	-0.1	0.646844787229855	-0.2	0.0962168750857692	-0.2	0.191078965710545	-0.3	0.0542743892863133
ENSG00000170113	NIPA1	-0.1	0.45573757591455	0.1	0.690301889000541					-0.3	0.154719180691866
ENSG00000170128	GPR25	0.1	0.86068997138648	0.2	0.578811452719354	-0.4	0.28441718764851	-0.5	0.252392972829044	-0.4	0.385975012108024
ENSG00000170142	UBE2E1	0.3	0.0427163560787466	0.1	0.710578311527833	0.1	0.336158601742261	0.2	0.288410397200956	0.4	0.0050959142678328
ENSG00000170144	HNRNPA3			0.1	0.671239784238097	0.1	0.276755475584313				
ENSG00000170145	SIK2	-0.2	0.060631697595843			-0.2	0.170422826579721	-0.2	0.169209247908885	-0.3	0.00621485669037925
ENSG00000170153	RNF150	0.1	0.792945423945095			0.1	0.79229374389176			0.2	0.703221014547841
ENSG00000170160	CCDC144A	-0.1	0.887063079222782	0.3	0.431565647817846	0.1	0.820207776916117			0.3	0.683011279438333
ENSG00000170161	ENSG00000170161									-0.3	0.615157805348605
ENSG00000170175	CHRNB1	-0.1	0.513653153100474	-0.1	0.447657437109072	-0.1	0.322504812593218	-0.1	0.605763514800059	-0.2	0.169604429937065
ENSG00000170180	GYPA	0.8	0.0317053559021556					1.1	0.0198503886407866	1.4	0.00654806708364123
ENSG00000170185	USP38	0.3	0.0234627651568741	0.2	0.187336952859809	0.1	0.16624258618581	0.4	0.0179433762790356	0.5	2.92824978655178E-4
ENSG00000170190	SLC16A5	0.3	0.185194892522981	0.1	0.833820140369663	0.2	0.458069670051296	0.2	0.557317100804485	0.3	0.188410335250442
ENSG00000170191	NANP	-0.2	0.34745946715021	-0.3	0.0936905203773905	-0.2	0.120246363376552	-0.2	0.232873052178726		
ENSG00000170209	ANKK1	-0.2	0.531112441747615			0.3	0.332471880742975			-0.5	0.245166914903675
ENSG00000170222	ADPRM	0.1	0.702606526497386	0.2	0.289754134391184	0.1	0.644568829544106	0.1	0.504818424543829		
ENSG00000170231	FABP6	0.6	0.107774003338209	0.2	0.53634244707953	0.6	0.0748134892798048	0.9	0.0448330975347519	0.5	0.374365948982415
ENSG00000170234	PWWP2A	0.2	0.0722608895397101	0.1	0.26888292295705	0.2	0.0296182970871104	0.2	0.102251004440535	0.1	0.249820676605101
ENSG00000170242	USP47	-0.1	0.201961635886387			-0.1	0.552045831279083	-0.1	0.708376976240265	-0.1	0.363557055491076
ENSG00000170248	PDCD6IP	0.1	0.288226061315854	0.1	0.309152904094183	0.2	0.0817395419710419	0.2	0.107026119515075	0.3	0.0102698477783303
ENSG00000170260	ZNF212	-0.1	0.219056074966209	-0.1	0.634133792975619	-0.1	0.162518409266769	-0.2	0.229099856792476	-0.2	0.0692816135845791
ENSG00000170264	FAM161A	-0.2	0.52716637088924	0.2	0.384294806778593	-0.1	0.841183656730527			-0.1	0.722251891711356
ENSG00000170265	ZNF282			-0.1	0.598614192336087	-0.2	0.217651162938607			0.3	0.103280334550427
ENSG00000170266	GLB1	0.2	0.0268404183276091	-0.1	0.698220595612375	0.1	0.724542208660567	0.1	0.490025055372955	0.3	0.0432985103362703
ENSG00000170270	GON7	0.1	0.425452634586873					0.1	0.801431522020894	0.1	0.602680034422113
ENSG00000170271	FAXDC2	0.8	0.00323920322300507	0.2	0.526569506191344	0.6	0.0251232170221811	0.8	0.0151625491834331	1.1	5.13675705741173E-4
ENSG00000170275	CRTAP	0.2	0.25855340025835	-0.1	0.453122906997949	-0.1	0.734913985440734	-0.2	0.212539076796632	0.1	0.483592811366567
ENSG00000170291	ELP5	-0.2	0.0877017121354718	-0.2	0.140624363426848	-0.3	0.00533456171077635	-0.2	0.154195259210977	-0.3	0.0261353952420975
ENSG00000170293	CMTM8	0.5	0.0385478307928427	0.6	0.018911367729657	0.5	0.0229187842567386	0.7	0.0306745870212198	0.4	0.146248729288845
ENSG00000170296	GABARAP	0.9	5.43950267281527E-4	0.4	0.1498358332774	0.6	0.0174029510632352	0.9	0.00690418245507278	0.9	7.59065411489208E-6
ENSG00000170298	LGALS9B	-0.4	0.318672696317231	-0.1	0.719525079443791	-0.4	0.215870264548365	-1.0	0.0110070854338083	-1.1	0.0102410331681136
ENSG00000170310	STX8			-0.3	0.0803884289688014	-0.2	0.317865838938666	-0.2	0.3064968143293		
ENSG00000170312	CDK1	0.5	0.0385478307928427	0.2	0.522501291775604	0.3	0.375316127107483	0.9	0.0169536425106711	1.2	0.00109148715320281
ENSG00000170315	UBB	0.4	0.219283559538168	0.1	0.815067406277531	0.1	0.694522778029958	0.4	0.22443326602753	0.8	0.0324652191101412
ENSG00000170322	NFRKB	-0.2	0.0251137428074714	-0.1	0.673955931017674	-0.1	0.354573843921304	-0.1	0.317753483686606	-0.2	0.0241503612086279
